word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,source,source_url,license
Newton second law,,the law that net force equals mass times acceleration,牛顿第二定律,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
static friction,,friction preventing slipping before motion begins,静摩擦,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
kinetic friction,,friction acting during sliding motion,动摩擦,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
normal force,,a support force perpendicular to a surface,支持力,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
tension,,a pulling force transmitted by a string or rope,张力,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
conservation of energy,,the principle that total energy stays constant in an isolated system,能量守恒,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
impulse,,force applied over time; change in momentum,冲量,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
conservation of momentum,,the principle that total momentum stays constant without external force,动量守恒,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
elastic collision,,a collision conserving kinetic energy,弹性碰撞,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
inelastic collision,,a collision not conserving kinetic energy,非弹性碰撞,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
torque,,a rotational effect of a force,力矩,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
rotational inertia,,resistance to changes in rotational motion,转动惯量,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
angular velocity,,rate of change of angular position,角速度,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
angular acceleration,,rate of change of angular velocity,角加速度,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
angular momentum,,rotational analog of momentum,角动量,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
simple harmonic motion,,oscillatory motion with restoring force proportional to displacement,简谐运动,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
period,,time for one cycle,周期,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
buoyant force,,upward force exerted by a fluid,浮力,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Archimedes principle,,the principle that buoyant force equals weight of displaced fluid,阿基米德原理,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
pressure,,force per unit area,压强,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
continuity equation,,a fluid-flow relation based on conservation of mass,连续性方程,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Bernoulli equation,,"a fluid equation relating pressure, speed, and height",伯努利方程,n.,,,k12_stem ap_stem grade_ap ap_physics_1 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_1"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-1"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-1,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
thermodynamics,,"the study of heat, work, temperature, and energy",热力学,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
ideal gas law,,the relationship PV equals nRT for an ideal gas,理想气体定律,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
heat engine,,a device that converts heat into work,热机,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
electric field,,force per unit charge at a point,电场,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
electric potential,,electric potential energy per unit charge,电势,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
capacitor,,a device that stores separated electric charge,电容器,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
capacitance,,charge stored per unit potential difference,电容,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
electric current,,rate of flow of electric charge,电流,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Ohm law,,"the relationship between voltage, current, and resistance",欧姆定律,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Kirchhoff junction rule,,the rule that currents into a junction equal currents out,基尔霍夫电流定律,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Kirchhoff loop rule,,the rule that voltage changes around a loop sum to zero,基尔霍夫电压定律,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
magnetic field,,a field that exerts forces on moving charges and magnets,磁场,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
magnetic flux,,magnetic field through an area,磁通量,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Faraday law,,the law relating induced emf to changing magnetic flux,法拉第定律,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Lenz law,,the rule for the direction of induced current,楞次定律,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
electromagnetic induction,,production of emf by changing magnetic flux,电磁感应,n.,,,k12_stem ap_stem grade_ap ap_physics_c_em science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_c_em"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-c-electricity-and-magnetism,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
geometric optics,,ray-based study of light behavior,几何光学,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
diffraction,,spreading of waves around openings or edges,衍射,n.,,,k12_stem ap_stem grade_ap ap_physics_2 science physics,,,,"{""aliases"": [], ""ap_course"": ""ap_physics_2"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-physics-2"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 92, ""k12_rank"": 6008, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""physics""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-physics-2,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
